date,store,item,sales
2013-02-16,9,6,36
2013-02-17,9,6,42
2013-02-18,9,6,36
2013-02-19,9,6,27
2013-02-20,9,6,21
2013-02-21,9,6,47
2013-02-22,9,6,42
2013-02-23,9,6,39
2013-02-24,9,6,54
2013-02-25,9,6,24
2013-02-26,9,6,37
2013-02-27,9,6,34
2013-02-28,9,6,42
2013-01-01,10,6,32
2013-01-02,10,6,32
2013-01-03,10,6,43
2013-01-04,10,6,50
2013-01-05,10,6,43
2013-01-06,10,6,47
2013-01-07,10,6,26
2013-01-08,10,6,37
2013-01-09,10,6,28
2013-01-10,10,6,31
2013-01-11,10,6,39
2013-01-12,10,6,39
2013-01-13,10,6,50
2013-01-14,10,6,35
2013-01-15,10,6,40
2013-01-16,10,6,31
2013-01-17,10,6,35
2013-01-18,10,6,46
2013-01-19,10,6,49
2013-01-20,10,6,47
2013-01-21,10,6,30
2013-01-22,10,6,22
2013-01-23,10,6,38
2013-01-24,10,6,41
2013-01-25,10,6,45
2013-01-26,10,6,40
2013-01-27,10,6,38
2013-01-28,10,6,27
2013-01-29,10,6,40
2013-01-30,10,6,42
2013-01-31,10,6,37
2013-02-01,10,6,42
2013-02-02,10,6,50
2013-02-03,10,6,50
2013-02-04,10,6,31
2013-02-05,10,6,41
2013-02-06,10,6,35
2013-02-07,10,6,37
2013-02-08,10,6,46
2013-02-09,10,6,54
2013-02-10,10,6,46
2013-02-11,10,6,31
2013-02-12,10,6,38
2013-02-13,10,6,41
2013-02-14,10,6,38
2013-02-15,10,6,38
2013-02-16,10,6,45
2013-02-17,10,6,51
2013-02-18,10,6,45
2013-02-19,10,6,40
2013-02-20,10,6,55
2013-02-21,10,6,38
2013-02-22,10,6,43
2013-02-23,10,6,56
2013-02-24,10,6,56
2013-02-25,10,6,40
2013-02-26,10,6,37
2013-02-27,10,6,35
2013-02-28,10,6,41
2013-01-01,1,7,25
2013-01-02,1,7,23
2013-01-03,1,7,34
2013-01-04,1,7,36
2013-01-05,1,7,38
2013-01-06,1,7,32
2013-01-07,1,7,14
2013-01-08,1,7,31
2013-01-09,1,7,32
2013-01-10,1,7,32
2013-01-11,1,7,28
2013-01-12,1,7,35
2013-01-13,1,7,44
2013-01-14,1,7,17
2013-01-15,1,7,34
2013-01-16,1,7,35
2013-01-17,1,7,32
2013-01-18,1,7,34
2013-01-19,1,7,34
2013-01-20,1,7,42
2013-01-21,1,7,15
2013-01-22,1,7,21
2013-01-23,1,7,24
2013-01-24,1,7,30
2013-01-25,1,7,30
2013-01-26,1,7,38
2013-01-27,1,7,34
2013-01-28,1,7,23
2013-01-29,1,7,28
2013-01-30,1,7,25
2013-01-31,1,7,31
2013-02-01,1,7,38
2013-02-02,1,7,42
2013-02-03,1,7,28
2013-02-04,1,7,33
2013-02-05,1,7,21
2013-02-06,1,7,38
2013-02-07,1,7,43
2013-02-08,1,7,40
2013-02-09,1,7,41
2013-02-10,1,7,36
2013-02-11,1,7,31
2013-02-12,1,7,22
2013-02-13,1,7,27
2013-02-14,1,7,29
2013-02-15,1,7,30
2013-02-16,1,7,52
2013-02-17,1,7,47
2013-02-18,1,7,34
2013-02-19,1,7,30
2013-02-20,1,7,27
2013-02-21,1,7,29
2013-02-22,1,7,31
2013-02-23,1,7,43
2013-02-24,1,7,38
2013-02-25,1,7,29
2013-02-26,1,7,27
2013-02-27,1,7,27
2013-02-28,1,7,28
2013-01-01,2,7,39
2013-01-02,2,7,47
2013-01-03,2,7,43
2013-01-04,2,7,44
2013-01-05,2,7,55
2013-01-06,2,7,46
2013-01-07,2,7,36
2013-01-08,2,7,42
2013-01-09,2,7,49
2013-01-10,2,7,53
2013-01-11,2,7,46
2013-01-12,2,7,45
2013-01-13,2,7,54
2013-01-14,2,7,38
2013-01-15,2,7,41
2013-01-16,2,7,45
2013-01-17,2,7,39
2013-01-18,2,7,48
2013-01-19,2,7,48
2013-01-20,2,7,47
2013-01-21,2,7,52
2013-01-22,2,7,40
2013-01-23,2,7,42
2013-01-24,2,7,30
2013-01-25,2,7,46
2013-01-26,2,7,45
2013-01-27,2,7,41
2013-01-28,2,7,35
2013-01-29,2,7,49
2013-01-30,2,7,38
2013-01-31,2,7,40
2013-02-01,2,7,45
2013-02-02,2,7,61
2013-02-03,2,7,50
2013-02-04,2,7,39
2013-02-05,2,7,44
2013-02-06,2,7,54
2013-02-07,2,7,45
2013-02-08,2,7,54
2013-02-09,2,7,66
2013-02-10,2,7,53
2013-02-11,2,7,32
2013-02-12,2,7,39
2013-02-13,2,7,47
2013-02-14,2,7,38
2013-02-15,2,7,48
2013-02-16,2,7,69
2013-02-17,2,7,59
2013-02-18,2,7,51
2013-02-19,2,7,41
2013-02-20,2,7,38
2013-02-21,2,7,47
2013-02-22,2,7,56
2013-02-23,2,7,50
2013-02-24,2,7,42
2013-02-25,2,7,32
2013-02-26,2,7,51
2013-02-27,2,7,37
2013-02-28,2,7,48
2013-01-01,3,7,40
2013-01-02,3,7,36
2013-01-03,3,7,36
2013-01-04,3,7,38
2013-01-05,3,7,31
2013-01-06,3,7,35
2013-01-07,3,7,27
2013-01-08,3,7,35
2013-01-09,3,7,47
2013-01-10,3,7,41
2013-01-11,3,7,34
2013-01-12,3,7,42
2013-01-13,3,7,43
2013-01-14,3,7,33
2013-01-15,3,7,41
2013-01-16,3,7,33
2013-01-17,3,7,35
2013-01-18,3,7,41
2013-01-19,3,7,48
2013-01-20,3,7,46
2013-01-21,3,7,22
2013-01-22,3,7,32
2013-01-23,3,7,37
2013-01-24,3,7,35
2013-01-25,3,7,40
2013-01-26,3,7,38
2013-01-27,3,7,52
2013-01-28,3,7,28
2013-01-29,3,7,38
2013-01-30,3,7,38
2013-01-31,3,7,35
2013-02-01,3,7,45
2013-02-02,3,7,43
2013-02-03,3,7,53
2013-02-04,3,7,33
2013-02-05,3,7,31
2013-02-06,3,7,31
2013-02-07,3,7,29
2013-02-08,3,7,45
2013-02-09,3,7,42
2013-02-10,3,7,51
2013-02-11,3,7,30
2013-02-12,3,7,39
2013-02-13,3,7,40
2013-02-14,3,7,45
2013-02-15,3,7,41
2013-02-16,3,7,38
2013-02-17,3,7,55
2013-02-18,3,7,33
2013-02-19,3,7,33
2013-02-20,3,7,32
2013-02-21,3,7,41
2013-02-22,3,7,48
2013-02-23,3,7,48
2013-02-24,3,7,54
2013-02-25,3,7,27
2013-02-26,3,7,41
2013-02-27,3,7,35
2013-02-28,3,7,38
2013-01-01,4,7,26
2013-01-02,4,7,35
2013-01-03,4,7,31
2013-01-04,4,7,34
2013-01-05,4,7,44
2013-01-06,4,7,33
2013-01-07,4,7,37
2013-01-08,4,7,30
2013-01-09,4,7,28
2013-01-10,4,7,26
2013-01-11,4,7,38
2013-01-12,4,7,38
2013-01-13,4,7,51
2013-01-14,4,7,31
2013-01-15,4,7,33
2013-01-16,4,7,35
2013-01-17,4,7,27
2013-01-18,4,7,40
2013-01-19,4,7,35
2013-01-20,4,7,35
2013-01-21,4,7,19
2013-01-22,4,7,34
2013-01-23,4,7,31
2013-01-24,4,7,36
2013-01-25,4,7,31
2013-01-26,4,7,42
2013-01-27,4,7,38
2013-01-28,4,7,29
2013-01-29,4,7,27
2013-01-30,4,7,39
2013-01-31,4,7,36
2013-02-01,4,7,29
2013-02-02,4,7,53
2013-02-03,4,7,64
2013-02-04,4,7,25
2013-02-05,4,7,42
2013-02-06,4,7,36
2013-02-07,4,7,42
2013-02-08,4,7,45
2013-02-09,4,7,36
2013-02-10,4,7,44
2013-02-11,4,7,38
2013-02-12,4,7,30
2013-02-13,4,7,43
2013-02-14,4,7,40
2013-02-15,4,7,50
2013-02-16,4,7,57
2013-02-17,4,7,45
2013-02-18,4,7,28
2013-02-19,4,7,30
2013-02-20,4,7,32
2013-02-21,4,7,48
2013-02-22,4,7,53
2013-02-23,4,7,42
2013-02-24,4,7,46
2013-02-25,4,7,25
2013-02-26,4,7,46
2013-02-27,4,7,33
2013-02-28,4,7,35
2013-01-01,5,7,21
2013-01-02,5,7,16
2013-01-03,5,7,25
2013-01-04,5,7,28
2013-01-05,5,7,32
2013-01-06,5,7,28
2013-01-07,5,7,13
2013-01-08,5,7,28
2013-01-09,5,7,27
2013-01-10,5,7,24
2013-01-11,5,7,28
2013-01-12,5,7,21
2013-01-13,5,7,26
2013-01-14,5,7,21
2013-01-15,5,7,31
2013-01-16,5,7,25
2013-01-17,5,7,30
2013-01-18,5,7,28
2013-01-19,5,7,28
2013-01-20,5,7,34
2013-01-21,5,7,21
2013-01-22,5,7,19
2013-01-23,5,7,23
2013-01-24,5,7,25
2013-01-25,5,7,25
2013-01-26,5,7,35
2013-01-27,5,7,31
2013-01-28,5,7,20
2013-01-29,5,7,29
2013-01-30,5,7,28
2013-01-31,5,7,26
2013-02-01,5,7,31
2013-02-02,5,7,34
2013-02-03,5,7,28
2013-02-04,5,7,19
2013-02-05,5,7,22
2013-02-06,5,7,23
2013-02-07,5,7,24
2013-02-08,5,7,34
2013-02-09,5,7,37
2013-02-10,5,7,30
2013-02-11,5,7,30
2013-02-12,5,7,21
2013-02-13,5,7,25
2013-02-14,5,7,26
2013-02-15,5,7,25
2013-02-16,5,7,33
2013-02-17,5,7,37
2013-02-18,5,7,26
2013-02-19,5,7,27
2013-02-20,5,7,29
2013-02-21,5,7,24
2013-02-22,5,7,30
2013-02-23,5,7,32
2013-02-24,5,7,33
2013-02-25,5,7,25
2013-02-26,5,7,24
2013-02-27,5,7,21
2013-02-28,5,7,15
2013-01-01,6,7,14
2013-01-02,6,7,19
2013-01-03,6,7,19
2013-01-04,6,7,14
2013-01-05,6,7,26
2013-01-06,6,7,31
2013-01-07,6,7,19
2013-01-08,6,7,23
2013-01-09,6,7,17
2013-01-10,6,7,26
2013-01-11,6,7,22
2013-01-12,6,7,16
2013-01-13,6,7,35
2013-01-14,6,7,12
2013-01-15,6,7,26
2013-01-16,6,7,22
2013-01-17,6,7,22
2013-01-18,6,7,29
2013-01-19,6,7,26
2013-01-20,6,7,27
2013-01-21,6,7,17
2013-01-22,6,7,25
2013-01-23,6,7,25
2013-01-24,6,7,24
2013-01-25,6,7,23
2013-01-26,6,7,31
2013-01-27,6,7,20
2013-01-28,6,7,24
2013-01-29,6,7,31
2013-01-30,6,7,17
2013-01-31,6,7,26
2013-02-01,6,7,26
2013-02-02,6,7,36
2013-02-03,6,7,41
2013-02-04,6,7,25
2013-02-05,6,7,21
2013-02-06,6,7,23
2013-02-07,6,7,19
2013-02-08,6,7,28
2013-02-09,6,7,31
2013-02-10,6,7,29
2013-02-11,6,7,26
2013-02-12,6,7,27
2013-02-13,6,7,35
2013-02-14,6,7,26
2013-02-15,6,7,33
2013-02-16,6,7,28
2013-02-17,6,7,33
2013-02-18,6,7,23
2013-02-19,6,7,22
2013-02-20,6,7,23
2013-02-21,6,7,34
2013-02-22,6,7,31
2013-02-23,6,7,31
2013-02-24,6,7,42
2013-02-25,6,7,22
2013-02-26,6,7,25
2013-02-27,6,7,23
2013-02-28,6,7,27
2013-01-01,7,7,21
2013-01-02,7,7,23
2013-01-03,7,7,25
2013-01-04,7,7,26
2013-01-05,7,7,26
2013-01-06,7,7,26
2013-01-07,7,7,20
2013-01-08,7,7,22
2013-01-09,7,7,23
2013-01-10,7,7,12
2013-01-11,7,7,20
2013-01-12,7,7,27
2013-01-13,7,7,22
2013-01-14,7,7,20
2013-01-15,7,7,24
2013-01-16,7,7,24
2013-01-17,7,7,26
2013-01-18,7,7,21
2013-01-19,7,7,24
2013-01-20,7,7,36
2013-01-21,7,7,15
2013-01-22,7,7,19
2013-01-23,7,7,31
2013-01-24,7,7,20
2013-01-25,7,7,19
2013-01-26,7,7,14
2013-01-27,7,7,29
2013-01-28,7,7,17
2013-01-29,7,7,19
2013-01-30,7,7,25
2013-01-31,7,7,23
2013-02-01,7,7,23
2013-02-02,7,7,33
2013-02-03,7,7,34
2013-02-04,7,7,16
2013-02-05,7,7,29
2013-02-06,7,7,25
2013-02-07,7,7,23
2013-02-08,7,7,27
2013-02-09,7,7,18
2013-02-10,7,7,23
2013-02-11,7,7,25
2013-02-12,7,7,19
2013-02-13,7,7,27
2013-02-14,7,7,22
2013-02-15,7,7,30
2013-02-16,7,7,28
2013-02-17,7,7,39
2013-02-18,7,7,27
2013-02-19,7,7,20
2013-02-20,7,7,25
2013-02-21,7,7,30
2013-02-22,7,7,27
2013-02-23,7,7,20
2013-02-24,7,7,34
2013-02-25,7,7,25
2013-02-26,7,7,26
2013-02-27,7,7,25
2013-02-28,7,7,26
2013-01-01,8,7,30
2013-01-02,8,7,29
2013-01-03,8,7,38
2013-01-04,8,7,47
2013-01-05,8,7,51
2013-01-06,8,7,41
2013-01-07,8,7,36
2013-01-08,8,7,43
2013-01-09,8,7,45
2013-01-10,8,7,38
2013-01-11,8,7,51
2013-01-12,8,7,42
2013-01-13,8,7,45
2013-01-14,8,7,29
2013-01-15,8,7,40
2013-01-16,8,7,46
2013-01-17,8,7,37
2013-01-18,8,7,48
2013-01-19,8,7,56
2013-01-20,8,7,44
2013-01-21,8,7,40
2013-01-22,8,7,39
2013-01-23,8,7,40
2013-01-24,8,7,42
2013-01-25,8,7,46
2013-01-26,8,7,41
2013-01-27,8,7,40
2013-01-28,8,7,41
2013-01-29,8,7,34
2013-01-30,8,7,51
2013-01-31,8,7,50
2013-02-01,8,7,51
2013-02-02,8,7,40
2013-02-03,8,7,71
2013-02-04,8,7,32
2013-02-05,8,7,38
2013-02-06,8,7,42
2013-02-07,8,7,38
2013-02-08,8,7,47
2013-02-09,8,7,43
2013-02-10,8,7,47
2013-02-11,8,7,29
2013-02-12,8,7,37
2013-02-13,8,7,38
2013-02-14,8,7,45
2013-02-15,8,7,46
2013-02-16,8,7,49
2013-02-17,8,7,48
2013-02-18,8,7,31
2013-02-19,8,7,53
2013-02-20,8,7,39
2013-02-21,8,7,36
2013-02-22,8,7,42
2013-02-23,8,7,54
2013-02-24,8,7,55
2013-02-25,8,7,31
2013-02-26,8,7,42
2013-02-27,8,7,38
2013-02-28,8,7,40
2013-01-01,9,7,30
2013-01-02,9,7,24
2013-01-03,9,7,35
2013-01-04,9,7,35
2013-01-05,9,7,28
2013-01-06,9,7,30
2013-01-07,9,7,30
2013-01-08,9,7,40
2013-01-09,9,7,40
2013-01-10,9,7,38
2013-01-11,9,7,39
2013-01-12,9,7,33
2013-01-13,9,7,39
2013-01-14,9,7,32
2013-01-15,9,7,22
2013-01-16,9,7,37
2013-01-17,9,7,35
2013-01-18,9,7,38
2013-01-19,9,7,27
2013-01-20,9,7,39
2013-01-21,9,7,27
2013-01-22,9,7,26
2013-01-23,9,7,27
2013-01-24,9,7,42
2013-01-25,9,7,39
2013-01-26,9,7,30
2013-01-27,9,7,46
2013-01-28,9,7,31
2013-01-29,9,7,24
2013-01-30,9,7,34
2013-01-31,9,7,33
2013-02-01,9,7,33
2013-02-02,9,7,40
2013-02-03,9,7,60
2013-02-04,9,7,33
2013-02-05,9,7,38
2013-02-06,9,7,45
2013-02-07,9,7,39
2013-02-08,9,7,40
2013-02-09,9,7,42
2013-02-10,9,7,49
2013-02-11,9,7,20
2013-02-12,9,7,32
2013-02-13,9,7,47
2013-02-14,9,7,38
2013-02-15,9,7,41
2013-02-16,9,7,49
2013-02-17,9,7,38
2013-02-18,9,7,28
2013-02-19,9,7,28
2013-02-20,9,7,35
2013-02-21,9,7,30
2013-02-22,9,7,53
2013-02-23,9,7,35
2013-02-24,9,7,51
2013-02-25,9,7,35
2013-02-26,9,7,31
2013-02-27,9,7,39
2013-02-28,9,7,31
2013-01-01,10,7,32
2013-01-02,10,7,39
2013-01-03,10,7,38
2013-01-04,10,7,33
2013-01-05,10,7,46
2013-01-06,10,7,40
2013-01-07,10,7,28
2013-01-08,10,7,29
2013-01-09,10,7,42
2013-01-10,10,7,30
2013-01-11,10,7,38
2013-01-12,10,7,41
2013-01-13,10,7,38
2013-01-14,10,7,28
2013-01-15,10,7,26
2013-01-16,10,7,34
2013-01-17,10,7,42
2013-01-18,10,7,38
2013-01-19,10,7,46
2013-01-20,10,7,49
2013-01-21,10,7,28
2013-01-22,10,7,30
2013-01-23,10,7,34
2013-01-24,10,7,31
2013-01-25,10,7,38
2013-01-26,10,7,40
2013-01-27,10,7,42
2013-01-28,10,7,29
2013-01-29,10,7,38
2013-01-30,10,7,46
2013-01-31,10,7,25
2013-02-01,10,7,51
2013-02-02,10,7,36
2013-02-03,10,7,53
2013-02-04,10,7,37
2013-02-05,10,7,37
2013-02-06,10,7,37
2013-02-07,10,7,45
2013-02-08,10,7,46
2013-02-09,10,7,50
2013-02-10,10,7,51
2013-02-11,10,7,29
2013-02-12,10,7,34
2013-02-13,10,7,46
2013-02-14,10,7,39
2013-02-15,10,7,46
2013-02-16,10,7,38
2013-02-17,10,7,36
2013-02-18,10,7,29
2013-02-19,10,7,42
2013-02-20,10,7,33
2013-02-21,10,7,37
2013-02-22,10,7,45
2013-02-23,10,7,42
2013-02-24,10,7,56
2013-02-25,10,7,27
2013-02-26,10,7,40
2013-02-27,10,7,36
2013-02-28,10,7,45
2013-01-01,1,8,33
2013-01-02,1,8,37
2013-01-03,1,8,38
2013-01-04,1,8,54
2013-01-05,1,8,51
2013-01-06,1,8,60
2013-01-07,1,8,28
2013-01-08,1,8,34
2013-01-09,1,8,40
2013-01-10,1,8,43
2013-01-11,1,8,37
2013-01-12,1,8,43
2013-01-13,1,8,43
2013-01-14,1,8,28
2013-01-15,1,8,40
2013-01-16,1,8,48
2013-01-17,1,8,38
2013-01-18,1,8,38
2013-01-19,1,8,37
2013-01-20,1,8,58
2013-01-21,1,8,30
2013-01-22,1,8,36
2013-01-23,1,8,41
2013-01-24,1,8,42
2013-01-25,1,8,41
2013-01-26,1,8,36
2013-01-27,1,8,41
2013-01-28,1,8,26
2013-01-29,1,8,43
2013-01-30,1,8,33
2013-01-31,1,8,36
2013-02-01,1,8,50
2013-02-02,1,8,54
2013-02-03,1,8,47
2013-02-04,1,8,35
2013-02-05,1,8,32
2013-02-06,1,8,38
2013-02-07,1,8,34
2013-02-08,1,8,57
2013-02-09,1,8,61
2013-02-10,1,8,55
2013-02-11,1,8,38
2013-02-12,1,8,37
2013-02-13,1,8,32
2013-02-14,1,8,42
2013-02-15,1,8,35
2013-02-16,1,8,47
2013-02-17,1,8,43
2013-02-18,1,8,32
2013-02-19,1,8,48
2013-02-20,1,8,39
2013-02-21,1,8,48
2013-02-22,1,8,50
2013-02-23,1,8,52
2013-02-24,1,8,58
2013-02-25,1,8,43
2013-02-26,1,8,45
2013-02-27,1,8,38
2013-02-28,1,8,41
2013-01-01,2,8,49
2013-01-02,2,8,42
2013-01-03,2,8,46
2013-01-04,2,8,55
2013-01-05,2,8,64
2013-01-06,2,8,66
2013-01-07,2,8,52
2013-01-08,2,8,60
2013-01-09,2,8,52
2013-01-10,2,8,65
2013-01-11,2,8,58
2013-01-12,2,8,53
2013-01-13,2,8,77
2013-01-14,2,8,51
2013-01-15,2,8,49
2013-01-16,2,8,57
2013-01-17,2,8,61
2013-01-18,2,8,67
2013-01-19,2,8,67
2013-01-20,2,8,73
2013-01-21,2,8,45
2013-01-22,2,8,41
2013-01-23,2,8,60
2013-01-24,2,8,49
2013-01-25,2,8,54
2013-01-26,2,8,71
2013-01-27,2,8,64
2013-01-28,2,8,35
2013-01-29,2,8,53
2013-01-30,2,8,53
2013-01-31,2,8,65
2013-02-01,2,8,65
2013-02-02,2,8,92
2013-02-03,2,8,91
2013-02-04,2,8,41
2013-02-05,2,8,62
2013-02-06,2,8,59
2013-02-07,2,8,56
2013-02-08,2,8,53
2013-02-09,2,8,59
2013-02-10,2,8,66
2013-02-11,2,8,45
2013-02-12,2,8,60
2013-02-13,2,8,65
2013-02-14,2,8,43
2013-02-15,2,8,62
2013-02-16,2,8,58
2013-02-17,2,8,64
2013-02-18,2,8,54
2013-02-19,2,8,61
2013-02-20,2,8,59
2013-02-21,2,8,63
2013-02-22,2,8,63
2013-02-23,2,8,77
2013-02-24,2,8,79
2013-02-25,2,8,41
2013-02-26,2,8,51
2013-02-27,2,8,54
2013-02-28,2,8,42
2013-01-01,3,8,54
2013-01-02,3,8,34
2013-01-03,3,8,61
2013-01-04,3,8,38
2013-01-05,3,8,54
2013-01-06,3,8,64
2013-01-07,3,8,47
2013-01-08,3,8,44
2013-01-09,3,8,53
2013-01-10,3,8,56
2013-01-11,3,8,59
2013-01-12,3,8,64
2013-01-13,3,8,58
2013-01-14,3,8,37
2013-01-15,3,8,37
2013-01-16,3,8,53
2013-01-17,3,8,41
2013-01-18,3,8,52
2013-01-19,3,8,43
2013-01-20,3,8,46
2013-01-21,3,8,40
2013-01-22,3,8,49
2013-01-23,3,8,39
2013-01-24,3,8,48
2013-01-25,3,8,66
2013-01-26,3,8,70
2013-01-27,3,8,48
2013-01-28,3,8,48
2013-01-29,3,8,47
2013-01-30,3,8,61
2013-01-31,3,8,45
2013-02-01,3,8,57
2013-02-02,3,8,72
2013-02-03,3,8,59
2013-02-04,3,8,41
2013-02-05,3,8,40
2013-02-06,3,8,31
2013-02-07,3,8,54
2013-02-08,3,8,48
2013-02-09,3,8,54
2013-02-10,3,8,53
2013-02-11,3,8,37
2013-02-12,3,8,54
2013-02-13,3,8,47
2013-02-14,3,8,60
2013-02-15,3,8,46
2013-02-16,3,8,72
2013-02-17,3,8,66
2013-02-18,3,8,40
2013-02-19,3,8,51
2013-02-20,3,8,41
2013-02-21,3,8,57
2013-02-22,3,8,73
2013-02-23,3,8,64
2013-02-24,3,8,71
2013-02-25,3,8,44
2013-02-26,3,8,50
2013-02-27,3,8,50
2013-02-28,3,8,56
2013-01-01,4,8,34
2013-01-02,4,8,44
2013-01-03,4,8,41
2013-01-04,4,8,44
2013-01-05,4,8,34
2013-01-06,4,8,57
2013-01-07,4,8,41
2013-01-08,4,8,40
2013-01-09,4,8,63
2013-01-10,4,8,37
2013-01-11,4,8,58
2013-01-12,4,8,54
2013-01-13,4,8,81
2013-01-14,4,8,41
2013-01-15,4,8,51
2013-01-16,4,8,37
2013-01-17,4,8,42
2013-01-18,4,8,53
2013-01-19,4,8,39
2013-01-20,4,8,49
2013-01-21,4,8,36
2013-01-22,4,8,36
2013-01-23,4,8,49
2013-01-24,4,8,54
2013-01-25,4,8,39
2013-01-26,4,8,43
2013-01-27,4,8,46
2013-01-28,4,8,32
2013-01-29,4,8,43
2013-01-30,4,8,45
2013-01-31,4,8,45
2013-02-01,4,8,53
2013-02-02,4,8,62
2013-02-03,4,8,68
2013-02-04,4,8,41
2013-02-05,4,8,39
2013-02-06,4,8,62
2013-02-07,4,8,41
2013-02-08,4,8,47
2013-02-09,4,8,63
2013-02-10,4,8,56
2013-02-11,4,8,37
2013-02-12,4,8,52
2013-02-13,4,8,46
2013-02-14,4,8,57
2013-02-15,4,8,52
2013-02-16,4,8,50
2013-02-17,4,8,66
2013-02-18,4,8,39
2013-02-19,4,8,52
2013-02-20,4,8,42
2013-02-21,4,8,56
2013-02-22,4,8,54
2013-02-23,4,8,57
2013-02-24,4,8,62
2013-02-25,4,8,47
2013-02-26,4,8,39
2013-02-27,4,8,57
2013-02-28,4,8,45
2013-01-01,5,8,30
2013-01-02,5,8,23
2013-01-03,5,8,37
2013-01-04,5,8,39
2013-01-05,5,8,37
2013-01-06,5,8,47
2013-01-07,5,8,21
2013-01-08,5,8,24
2013-01-09,5,8,25
2013-01-10,5,8,35
2013-01-11,5,8,38
2013-01-12,5,8,38
2013-01-13,5,8,40
2013-01-14,5,8,18
2013-01-15,5,8,26
2013-01-16,5,8,32
2013-01-17,5,8,43
2013-01-18,5,8,37
2013-01-19,5,8,41
2013-01-20,5,8,56
2013-01-21,5,8,25
2013-01-22,5,8,26
2013-01-23,5,8,29
2013-01-24,5,8,25
2013-01-25,5,8,33
2013-01-26,5,8,42
2013-01-27,5,8,43
2013-01-28,5,8,20
2013-01-29,5,8,28
2013-01-30,5,8,24
2013-01-31,5,8,32
2013-02-01,5,8,56
2013-02-02,5,8,39
2013-02-03,5,8,45
2013-02-04,5,8,25
2013-02-05,5,8,38
2013-02-06,5,8,34
2013-02-07,5,8,39
2013-02-08,5,8,36
2013-02-09,5,8,35
2013-02-10,5,8,37
2013-02-11,5,8,26
2013-02-12,5,8,37
2013-02-13,5,8,39
2013-02-14,5,8,33
2013-02-15,5,8,42
2013-02-16,5,8,41
2013-02-17,5,8,48
2013-02-18,5,8,32
2013-02-19,5,8,43
2013-02-20,5,8,33
2013-02-21,5,8,41
2013-02-22,5,8,34
2013-02-23,5,8,32
2013-02-24,5,8,40
2013-02-25,5,8,24
2013-02-26,5,8,29
2013-02-27,5,8,41
2013-02-28,5,8,32
2013-01-01,6,8,43
2013-01-02,6,8,32
2013-01-03,6,8,36
2013-01-04,6,8,31
2013-01-05,6,8,32
2013-01-06,6,8,31
2013-01-07,6,8,28
2013-01-08,6,8,18
2013-01-09,6,8,27
2013-01-10,6,8,30
2013-01-11,6,8,36
2013-01-12,6,8,39
2013-01-13,6,8,44
2013-01-14,6,8,24
2013-01-15,6,8,39
2013-01-16,6,8,26
2013-01-17,6,8,27
2013-01-18,6,8,33
2013-01-19,6,8,32
2013-01-20,6,8,40
2013-01-21,6,8,19
2013-01-22,6,8,39
2013-01-23,6,8,35
2013-01-24,6,8,36
2013-01-25,6,8,34
2013-01-26,6,8,41
2013-01-27,6,8,41
2013-01-28,6,8,30
2013-01-29,6,8,40
2013-01-30,6,8,27
2013-01-31,6,8,41
2013-02-01,6,8,43
2013-02-02,6,8,43
2013-02-03,6,8,39
2013-02-04,6,8,34
2013-02-05,6,8,34
2013-02-06,6,8,32
2013-02-07,6,8,45
2013-02-08,6,8,34
2013-02-09,6,8,46
2013-02-10,6,8,48
2013-02-11,6,8,29
2013-02-12,6,8,31
2013-02-13,6,8,23
2013-02-14,6,8,40
2013-02-15,6,8,42
2013-02-16,6,8,48
2013-02-17,6,8,47
2013-02-18,6,8,37
2013-02-19,6,8,26
2013-02-20,6,8,30
2013-02-21,6,8,31
2013-02-22,6,8,38
2013-02-23,6,8,53
2013-02-24,6,8,48
2013-02-25,6,8,31
2013-02-26,6,8,42
2013-02-27,6,8,32
2013-02-28,6,8,25
2013-01-01,7,8,29
2013-01-02,7,8,32
2013-01-03,7,8,30
2013-01-04,7,8,28
2013-01-05,7,8,42
2013-01-06,7,8,42
2013-01-07,7,8,15
2013-01-08,7,8,22
2013-01-09,7,8,34
2013-01-10,7,8,25
2013-01-11,7,8,30
2013-01-12,7,8,34
2013-01-13,7,8,38
2013-01-14,7,8,28
2013-01-15,7,8,36
2013-01-16,7,8,29
2013-01-17,7,8,24
2013-01-18,7,8,36
2013-01-19,7,8,34
2013-01-20,7,8,39
2013-01-21,7,8,22
2013-01-22,7,8,35
2013-01-23,7,8,26
2013-01-24,7,8,40
2013-01-25,7,8,20
2013-01-26,7,8,36
2013-01-27,7,8,28
2013-01-28,7,8,38
2013-01-29,7,8,29
2013-01-30,7,8,28
2013-01-31,7,8,20
2013-02-01,7,8,40
2013-02-02,7,8,37
2013-02-03,7,8,40
2013-02-04,7,8,26
2013-02-05,7,8,28
2013-02-06,7,8,37
2013-02-07,7,8,27
2013-02-08,7,8,30
2013-02-09,7,8,48
2013-02-10,7,8,46
2013-02-11,7,8,27
2013-02-12,7,8,36
2013-02-13,7,8,29
2013-02-14,7,8,40
2013-02-15,7,8,34
2013-02-16,7,8,42
2013-02-17,7,8,40
2013-02-18,7,8,15
2013-02-19,7,8,31
2013-02-20,7,8,43
2013-02-21,7,8,17
2013-02-22,7,8,32
2013-02-23,7,8,29
2013-02-24,7,8,40
2013-02-25,7,8,22
2013-02-26,7,8,33
2013-02-27,7,8,29
2013-02-28,7,8,38
2013-01-01,8,8,50
