date,txVolume(USD),adjustedTxVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,averageDifficulty,paymentCount,medianTxValue(USD),medianFee,blockSize,blockCount
2011-07-28,,,7964,,,,7750.0,7.53972477,25901,1690895.80305,16310,,0.0,3725915,155
2011-07-29,,,7151,,,,8200.0,7.11432307,22221,1690895.80305,15007,,0.0,3073274,164
2011-07-30,,,6057,,,,7600.0,5.71270055,19760,1690895.80305,12945,,0.0,2602850,152
2011-07-31,,,7924,,,,8750.0,6.80016221,24137,1690895.80305,16267,,0.0,3451011,175
2011-08-01,,,8030,,,,8250.0,7.69590762,23757,1807231.66683,14807,,0.0,3724270,165
2011-08-02,,,8663,,,,7700.0,7.42971882,21703,1888786.70535,12376,,0.0,3868091,154
2011-08-03,,,7580,,,,7850.0,8.19534382,18410,1888786.70535,9297,,0.0,3480496,157
2011-08-04,,,8178,,,,6450.0,7.77788215,18966,1888786.70535,10338,,0.0,3495977,129
2011-08-05,,,7220,,,,7000.0,6.37744951,21510,1888786.70535,13329,,0.0,3119981,140
2011-08-06,,,6712,,,,6100.0,24.09643181,20231,1888786.70535,12191,,0.0,3179587,122
2011-08-07,,,6584,,,,6300.0,6.53899155,20060,1888786.70535,12700,,0.0,2825558,126
2011-08-08,,,7131,,,,6800.0,7.94504845,24628,1888786.70535,13332,,0.0,3699649,136
2011-08-09,,,9073,,,,7300.0,11.68800022,23668,1888786.70535,14267,,0.0,4113900,146
2011-08-10,,,8183,,,,7600.0,10.74649911,19710,1888786.70535,11681,,0.0,3503564,152
2011-08-11,,,7459,,,,6850.0,7.11131223,18290,1888786.70535,9842,,0.0,3100577,137
2011-08-12,,,7034,,,,6550.0,6.08149005,17126,1888786.70535,8135,,0.0,2923253,131
2011-08-13,,,7268,,,,6500.0,6.89250462,19184,1888786.70535,10827,,0.0,3136749,130
2011-08-14,,,7339,,,,6600.0,10.31653556,21505,1888786.70535,14255,,0.0,3434045,132
2011-08-15,,,8250,,,,6450.0,9.74393646,19220,1887498.55234,10337,,0.0005,3836999,129
2011-08-16,,,9493,,,,7350.0,9.93047003,20992,1805700.83619,12235,,0.0005,4062849,147
2011-08-17,,,7586,,,,6800.0,6.74044315,20363,1805700.83619,11157,,0.0,3480845,136
2011-08-18,,,7271,,,,7200.0,5.91856628,20674,1805700.83619,13489,,0.0,3165343,144
2011-08-19,,,7483,,,,6550.0,7.7670445,22233,1805700.83619,13691,,0.0,3543137,131
2011-08-20,,,7039,,,,7600.0,5.41691304,21113,1805700.83619,14183,,0.0,3117595,152
2011-08-21,,,7507,,,,8000.0,5.68728636,22784,1805700.83619,14331,,0.0,3247404,160
2011-08-22,,,7646,,,,8450.0,7.55144943,25202,1805700.83619,17090,,0.0,3524536,169
2011-08-23,,,7122,,,,7750.0,6.96478529,22694,1805700.83619,14537,,0.0,3200633,155
2011-08-24,,,7233,,,,6700.0,8.69528835,22129,1805700.83619,13764,,0.0,3164988,134
2011-08-25,,,7106,,,,6750.0,5.9971543,23113,1805700.83619,14622,,0.0,3172975,135
2011-08-26,,,7274,,,,7350.0,4.68880866,21536,1805700.83619,12102,,0.0,3376413,147
2011-08-27,,,6239,,,,6100.0,5.02820664,20857,1805700.83619,12327,,0.0,3043455,122
2011-08-28,,,5473,,,,5800.0,4.51282409,18476,1805700.83619,12048,,0.0,2463154,116
2011-08-29,,,7956,,,,6900.0,5.35429164,18891,1805700.83619,11339,,0.0,3428745,138
2011-08-30,,,7658,,,,7300.0,9.82284288,17534,1783130.22116,9762,,0.0,3180346,146
2011-08-31,,,7137,,,,7750.0,5.91458926,17029,1777774.482,9572,,0.0,2958342,155
2011-09-01,,,7074,,,,6450.0,5.61094361,16984,1777774.482,9026,,0.0,3071295,129
2011-09-02,,,6870,,,,7800.0,6.83590736,16099,1777774.482,8587,,0.0,2866694,156
2011-09-03,,,5780,,,,7250.0,3.82927997,14464,1777774.482,8055,,0.0,2483022,145
2011-09-04,,,7124,,,,6700.0,9.87229329,17537,1777774.482,80683,,0.0,5381859,134
2011-09-05,,,6883,,,,7800.0,7.1708289,18243,1777774.482,10430,,0.0,3093817,156
2011-09-06,,,7679,,,,7550.0,6.52405064,18776,1777774.482,9633,,0.0,3498998,151
2011-09-07,,,6954,,,,6800.0,8.13899549,16824,1777774.482,8937,,0.0,3035582,136
2011-09-08,,,6368,,,,6450.0,4.66847138,15802,1777774.482,8417,,0.0,2828256,129
2011-09-09,,,7222,,,,7700.0,7.67312696,18605,1777774.482,9924,,0.0,3920668,154
2011-09-10,,,5860,,,,6650.0,5.36476482,15938,1777774.482,8569,,0.0,2903609,133
2011-09-11,,,6318,,,,6250.0,5.09702161,15421,1777774.482,7835,,0.0,2931773,125
2011-09-12,,,6442,,,,6650.0,5.37417472,16637,1777774.482,8594,,0.0,3089557,133
2011-09-13,,,6377,,,,7100.0,4.15771892,14870,1765183.405,7947,,0.0,2699246,142
2011-09-14,,,6054,,,,7300.0,3.78071682,14793,1755425.32033,8066,,0.0,2629027,146
2011-09-15,,,6318,,,,7800.0,7.32051008,15457,1755425.32033,8230,,0.0,2845363,156
2011-09-16,,,6090,,,,5950.0,4.96831626,14561,1755425.32033,7486,,0.0,2634170,119
2011-09-17,,,5320,,,,6700.0,5.15724892,13124,1755425.32033,6729,,0.0,2293548,134
2011-09-18,,,5828,,,,7900.0,5.37796247,14359,1755425.32033,8597,,0.0,2485200,158
2011-09-19,,,6526,,,,6350.0,5.92737413,16062,1755425.32033,8788,,0.0,3083335,127
2011-09-20,,,8005,,,,7000.0,6.56952256,21913,1755425.32033,13746,,0.0,3936920,140
2011-09-21,,,7538,,,,7300.0,5.17605015,17933,1755425.32033,8959,,0.0,3743313,146
2011-09-22,,,5991,,,,7400.0,3.78408626,17540,1755425.32033,10797,,0.0,2663712,148
2011-09-23,,,6195,,,,6650.0,4.229413,19994,1755425.32033,13591,,0.0,2675820,133
2011-09-24,,,5599,,,,6450.0,6.71538477,19433,1755425.32033,13054,,0.0,2687677,129
2011-09-25,,,5585,,,,6850.0,3.36760959,19237,1755425.32033,13560,,0.0,2611305,137
2011-09-26,,,5505,,,,6700.0,2.94068583,17763,1755425.32033,11521,,0.0,2416046,134
2011-09-27,,,5968,,,,6650.0,4.67819858,18692,1753437.62361,11656,,0.0,2646141,133
2011-09-28,,,5870,,,,7350.0,4.379026,13750,1689334.4046,8137,,0.0,2475283,147
2011-09-29,,,5464,,,,6250.0,3.40420567,12797,1689334.4046,6982,,0.0,2257795,125
2011-09-30,,,5743,,,,6100.0,3.60740812,13468,1689334.4046,6863,,0.0,2415469,122
2011-10-01,,,5231,,,,7150.0,3.64170627,12999,1689334.4046,6641,,0.0,2314940,143
2011-10-02,,,4914,,,,6050.0,3.17980555,11839,1689334.4046,6380,,0.0,2095075,121
2011-10-03,,,6376,,,,7250.0,9.04096463,13848,1689334.4046,7527,,0.0,2616161,145
2011-10-04,,,5697,,,,5600.0,3.67361125,13799,1689334.4046,6794,,0.0,2536628,112
2011-10-05,,,5626,,,,7250.0,3.96348448,13654,1689334.4046,7374,,0.0,2457054,145
2011-10-06,,,5784,,,,6400.0,8.08896045,14442,1689334.4046,7292,,0.0,2599997,128
2011-10-07,,,5536,,,,6900.0,4.29311937,13746,1689334.4046,7502,,0.0,2469797,138
2011-10-08,,,5283,,,,5950.0,3.31460839,12497,1689334.4046,6908,,0.0,2283348,119
2011-10-09,,,5330,,,,6350.0,2.93826347,12276,1689334.4046,6715,,0.0,2312234,127
2011-10-10,,,5759,,,,6150.0,3.34552432,13349,1689334.4046,7320,,0.0,2422818,123
2011-10-11,,,5837,,,,4650.0,5.23729813,13715,1689334.4046,7463,,0.0,2699091,93
2011-10-12,,,5829,,,,6000.0,4.62867518,13584,1689334.4046,7397,,0.0,2585754,120
2011-10-13,,,4887,,,,4850.0,4.15961153,11659,1689334.4046,5827,,0.0,2128818,97
2011-10-14,,,5972,,,,6950.0,3.40803011,14554,1479331.92248,6867,,0.0,2632635,139
2011-10-15,,,5445,,,,6700.0,3.37524119,13158,1468195.42722,6962,,0.0,2332060,134
2011-10-16,,,4862,,,,5950.0,3.20900548,11983,1468195.42722,5919,,0.0,2150952,119
2011-10-17,,,5663,,,,5900.0,4.29614349,14144,1468195.42722,7372,,0.0,2688313,118
2011-10-18,,,4743,,,,6000.0,2.90288072,12316,1468195.42722,6588,,0.0,2128803,120
2011-10-19,,,4997,,,,6650.0,3.26182986,12555,1468195.42722,6403,,0.0,2199325,133
2011-10-20,,,4534,,,,5750.0,6.01146197,11118,1468195.42722,5936,,0.0,1873500,115
2011-10-21,,,5085,,,,6050.0,2.67678376,12051,1468195.42722,6324,,0.0,1961836,121
2011-10-22,,,5016,,,,4900.0,2.81398947,12109,1468195.42722,6505,,0.0,2160788,98
2011-10-23,,,5500,,,,5400.0,3.12097763,13218,1468195.42722,6765,,0.0,2270952,108
2011-10-24,,,5807,,,,6350.0,3.48844221,13953,1468195.42722,7412,,0.0,2447596,127
2011-10-25,,,5097,,,,6450.0,2.74079235,13107,1468195.42722,7404,,0.0,2189026,129
2011-10-26,,,5155,,,,5850.0,3.08756534,12447,1468195.42722,6481,,0.0,2222447,117
2011-10-27,,,4577,,,,5000.0,2.6844951,11458,1468195.42722,5864,,0.0,1923254,100
2011-10-28,,,5013,,,,5250.0,3.04376757,12707,1468195.42722,5976,,0.0,2245447,105
2011-10-29,,,5483,,,,5650.0,3.47376641,12873,1468195.42722,6804,,0.0,2452810,113
2011-10-30,,,4869,,,,5550.0,3.28358643,11401,1468195.42722,5728,,0.0,2054685,111
2011-10-31,,,5051,,,,6550.0,3.1218532,12022,1235795.78908,6261,,0.0,2081891,131
2011-11-01,,,5627,,,,7500.0,4.90302985,12768,1203461.92638,6216,,0.0,2313755,150
2011-11-02,,,5837,,,,7700.0,3.29867938,13117,1203461.92638,6327,,0.0,2351290,154
2011-11-03,,,6128,,,,6250.0,2.90902778,13114,1203461.92638,6159,,0.0,2424035,125
2011-11-04,,,6393,,,,7350.0,3.14947335,15815,1203461.92638,7759,,0.0,2783995,147
2011-11-05,,,5782,,,,7300.0,3.62211848,13495,1203461.92638,6745,,0.0,2500655,146
2011-11-06,,,4890,,,,7200.0,2.36602429,11541,1203461.92638,6371,,0.0,1915623,144
2011-11-07,,,5364,,,,6600.0,3.48022274,12641,1203461.92638,6468,,0.0,2382112,132
2011-11-08,,,5845,,,,7450.0,4.16780068,13738,1203461.92638,7691,,0.0,2684374,149
2011-11-09,,,6287,,,,8050.0,3.28183143,14341,1203461.92638,7660,,0.0,2730467,161
2011-11-10,,,6400,,,,7050.0,3.33778992,14362,1203461.92638,8341,,0.0,2794431,141
2011-11-11,,,4974,,,,5950.0,2.09090012,12128,1203461.92638,6117,,0.0,2253016,119
2011-11-12,,,4984,,,,7150.0,2.47113317,12259,1203461.92638,6628,,0.0,2194806,143
2011-11-13,,,5230,,,,7200.0,2.84207788,12538,1203461.92638,6802,,0.0,2127430,144
2011-11-14,,,5765,,,,7150.0,2.75307178,13718,1196024.68792,7406,,0.0,2631451,143
2011-11-15,,,5941,,,,8250.0,2.88289742,14168,1192497.75009,8174,,0.0,2703977,165
2011-11-16,,,5913,,,,6750.0,3.76975825,13156,1192497.75009,7030,,0.0,2619979,135
2011-11-17,,,4820,,,,6950.0,2.84779587,12196,1192497.75009,6228,,0.0,2249661,139
2011-11-18,,,5036,,,,6650.0,3.35692678,12421,1192497.75009,6732,,0.0,2211581,133
2011-11-19,,,4601,,,,6150.0,3.1302203,10092,1192497.75009,6374,,0.0,2060194,123
2011-11-20,,,4982,,,,7150.0,3.9353639,11419,1192497.75009,6489,,0.0,2415213,143
2011-11-21,,,4652,,,,5900.0,2.77203285,10158,1192497.75009,6137,,0.0,1954420,118
2011-11-22,,,5351,,,,7000.0,2.95829998,11490,1192497.75009,6895,,0.0,2359266,140
2011-11-23,,,5464,,,,6700.0,3.51238566,11499,1192497.75009,6238,,0.0,2271170,134
2011-11-24,,,4905,,,,5650.0,3.99912116,10946,1192497.75009,6267,,0.0,2274111,113
2011-11-25,,,5351,,,,6750.0,4.2864208,11682,1192497.75009,7015,,0.0,2280628,135
2011-11-26,,,4632,,,,6000.0,2.83428324,10288,1192497.75009,5942,,0.0,2079069,120
2011-11-27,,,4947,,,,5700.0,2.55055237,10752,1192497.75009,6336,,0.0,2060349,114
2011-11-28,,,5803,,,,6350.0,3.04346641,12621,1192497.75009,7168,,0.0,2556796,127
2011-11-29,,,6276,,,,6900.0,4.38064219,14376,1149719.77862,7728,,0.0,3006948,138
2011-11-30,,,6695,,,,8100.0,3.6548132,15435,1090715.68005,7776,,0.0,3305571,162
2011-12-01,,,6170,,,,9100.0,4.48500523,14028,1090715.68005,8684,,0.0,2964111,182
2011-12-02,,,6172,,,,7300.0,4.59537048,13328,1090715.68005,7903,,0.0,2707281,146
2011-12-03,,,5479,,,,7600.0,4.65336537,12858,1090715.68005,7168,,0.0,2486658,152
2011-12-04,,,5249,,,,6800.0,2.84299205,11873,1090715.68005,7047,,0.0,2295513,136
2011-12-05,,,6079,,,,7900.0,3.00216604,13078,1090715.68005,8123,,0.0,2608124,158
2011-12-06,,,7807,,,,8550.0,4.24956871,15244,1090715.68005,9722,,0.0,3388079,171
2011-12-07,,,5997,,,,6900.0,3.86961131,12910,1090715.68005,7153,,0.0,2686947,138
2011-12-08,,,5656,,,,8200.0,2.73893984,14059,1090715.68005,7626,,0.0,2764778,164
2011-12-09,,,5441,,,,7350.0,3.0104452,11780,1090715.68005,6929,,0.0,2364151,147
2011-12-10,,,5534,,,,7200.0,2.88798269,11947,1090715.68005,7519,,0.0,2373933,144
2011-12-11,,,5109,,,,7600.0,220.2034227,12136,1090715.68005,6838,,0.0,2670128,152
2011-12-12,,,4735,,,,6350.0,177.32322513,11359,1101351.70944,6533,,0.0,2410908,127
2011-12-13,,,5274,,,,6600.0,4.05414175,11983,1155038.33396,7500,,0.0,2461477,132
2011-12-14,,,5539,,,,7650.0,3.86264306,11973,1155038.33396,7367,,0.0,2398797,153
2011-12-15,,,4738,,,,5600.0,7.82976711,10025,1155038.33396,5834,,0.0,1931203,112
2011-12-16,,,5046,,,,5900.0,2.70176401,10633,1155038.33396,5796,,0.0,2344783,118
2011-12-17,,,4843,,,,7500.0,3.61587343,10214,1155038.33396,6037,,0.0,2179850,150
2011-12-18,,,4488,,,,7200.0,3.10125952,9874,1155038.33396,6321,,0.0,1939618,144
2011-12-19,,,5685,,,,7950.0,4.15730356,12720,1155038.33396,7701,,0.0,2752546,159
2011-12-20,,,6161,,,,6700.0,5.90673522,13691,1155038.33396,7498,,0.0,3346408,134
2011-12-21,,,5428,,,,7450.0,4.26075206,11883,1155038.33396,6841,,0.0,2432407,149
2011-12-22,,,5711,,,,7400.0,3.45347236,12034,1155038.33396,7890,,0.0,2563203,148
2011-12-23,,,5540,,,,7100.0,2.65278626,12106,1155038.33396,7298,,0.0,2362983,142
2011-12-24,,,4513,,,,7250.0,2.24582386,10250,1155038.33396,5893,,0.0,1937438,145
2011-12-25,,,5112,,,,8700.0,2.92534449,11801,1155038.33396,7188,,0.0,2242919,174
2011-12-26,,,5464,,,,8850.0,3.25628134,12175,1156198.94897,7559,,0.0,2432155,177
2011-12-27,,,5066,,,,7250.0,2.99677875,11746,1159929.49722,6602,,0.0,2339225,145
2011-12-28,,,4845,,,,7750.0,3.14922344,10806,1159929.49722,6522,,0.0,2225434,155
2011-12-29,,,5074,,,,6900.0,4.15995739,11322,1159929.49722,6893,,0.0,2319006,138
2011-12-30,,,4909,,,,7100.0,3.33845198,10544,1159929.49722,6270,,0.0,2123851,142
2011-12-31,,,4986,,,,7550.0,3.94540785,10887,1159929.49722,5906,,0.0,2452639,151
2012-01-01,,,4848,,,,7650.0,3.55428136,11446,1159929.49722,6956,,0.0,2612161,153
2012-01-02,,,5259,,,,7550.0,5.55312158,11914,1159929.49722,6812,,0.0,2887233,151
2012-01-03,,,5614,,,,7950.0,5.35215755,13136,1159929.49722,7591,,0.0,2895675,159
2012-01-04,,,5582,,,,7450.0,14.19587733,12470,1159929.49722,7037,,0.0,2883241,149
2012-01-05,,,6847,,,,7350.0,5.69832762,15384,1159929.49722,8544,,0.0,3627557,147
2012-01-06,,,6473,,,,8550.0,6.48923847,14909,1159929.49722,8263,,0.0,3719696,171
2012-01-07,,,5721,,,,9200.0,4.47999358,13422,1159929.49722,7238,,0.0,3072932,184
2012-01-08,,,6241,,,,8150.0,3.72339797,14670,1178875.2655,9512,,0.0,3328658,163
2012-01-09,,,5948,,,,8200.0,6.36959413,14839,1250757.73927,7977,,0.0,3344167,164
2012-01-10,,,6536,,,,7050.0,4.89613037,16090,1250757.73927,8942,,0.0,4183548,141
2012-01-11,,,6986,,,,7650.0,5.70224742,16988,1250757.73927,9296,,0.0,4209990,153
2012-01-12,,,6541,,,,7750.0,41.21799271,13881,1250757.73927,8451,,0.0,3131527,155
2012-01-13,,,6707,,,,7000.0,9.78890443,14496,1250757.73927,8735,,0.0,3046446,140
2012-01-14,,,6657,,,,7500.0,12.78590354,14564,1250757.73927,9135,,0.0,2995725,150
2012-01-15,,,6173,,,,6950.0,13.42837115,13549,1250757.73927,7805,,0.0,2902815,139
2012-01-16,,,6799,,,,8750.0,39.00729892,14847,1250757.73927,9835,,0.0,3448179,175
2012-01-17,,,6595,,,,7850.0,7.65115618,14303,1250757.73927,8549,,0.0,3073451,157
2012-01-18,,,6519,,,,6399.983,10.84433779,14741,1250757.73927,8606,,0.0,3176391,128
2012-01-19,,,6752,,,,7499.90410467,27.51359672,15093,1250757.73927,9095,,0.0,3186241,150
2012-01-20,,,6635,,,,7249.60988015,24.76691769,14194,1250757.73927,8612,,0.0,3026895,145
2012-01-21,,,6202,,,,8199.56045916,4.77026648,13525,1250757.73927,8097,,0.0,3003741,164
2012-01-22,,,5189,,,,6799.79459709,3.03810531,11404,1298931.42643,7198,,0.0,2260718,136
2012-01-23,,,5930,,,,8499.83159523,4.95998425,13216,1307728.3606,8379,,0.0,2588936,170
2012-01-24,,,7129,,,,6948.88961536,9.74988917,14936,1307728.3606,9100,,0.0,3349670,139
2012-01-25,,,7813,,,,7399.78089538,7.67575923,16583,1307728.3606,9895,,0.0,3706189,148
2012-01-26,,,6460,,,,6899.306465,8.95157979,14442,1307728.3606,8547,,0.0,3049156,138
2012-01-27,,,6196,,,,7048.59161842,22.99546222,14435,1307728.3606,8308,,0.0,3014871,141
2012-01-28,,,5765,,,,7247.70065336,9.0851158,13053,1307728.3606,8435,,0.0,2775103,145
2012-01-29,,,6259,,,,8348.80815765,220.50932057,14391,1307728.3606,8475,,0.0,3003893,167
2012-01-30,,,5981,,,,8599.66039156,29.11896874,13507,1307728.3606,8491,,0.0,2716309,172
2012-01-31,,,6775,,,,7499.933,7.18514321,15626,1307728.3606,8662,,0.0,3288910,150
2012-02-01,,,6361,,,,7049.76188912,4.75073058,14973,1307728.3606,8976,,0.0,2941676,141
2012-02-02,,,7005,,,,7949.83683227,11.58782875,16105,1307728.3606,9972,,0.0,3450436,159
2012-02-03,,,6892,,,,7899.84150639,6.90589652,16552,1307728.3606,10169,,0.0,3281725,158
2012-02-04,,,7080,,,,7849.97383857,8.68539583,16364,1346207.35808,9042,,0.0,3313395,157
2012-02-05,,,6632,,,,7100.0,4.26033091,14857,1379647.43921,8766,,0.0,3020615,142
2012-02-06,,,5990,,,,7300.0,4.29055832,13894,1379647.43921,7682,,0.0,2737458,146
2012-02-07,,,6875,,,,6849.9975,6.64074854,14708,1379647.43921,8754,,0.0,3033411,137
2012-02-08,,,6879,,,,7250.0,5.11443415,14594,1379647.43921,9134,,0.0,3065485,145
2012-02-09,,,7343,,,,7250.0,7.4184694,15120,1379647.43921,9037,,0.0,3367000,145
2012-02-10,,,8318,,,,6900.0,4.17461763,16357,1379647.43921,10142,,0.0,3799497,138
2012-02-11,,,7529,,,,7499.86239476,3.91143183,15289,1379647.43921,8809,,0.0,3474671,150
2012-02-12,,,6872,,,,7899.9715,3.86719352,14180,1379647.43921,9004,,0.0,3099721,158
2012-02-13,,,7855,,,,6850.0,5.25311801,16253,1379647.43921,9728,,0.0,3616211,137
2012-02-14,,,9351,,,,6899.986,15.47396451,18405,1379647.43921,10996,,1e-07,4401042,138
2012-02-15,,,9203,,,,6699.99219564,6.10036407,17765,1379647.43921,11681,,0.0005,4025204,134
2012-02-16,,,9399,,,,6899.86766399,10.06136133,18665,1379647.43921,11698,,0.0005,4492217,138
2012-02-17,,,6626,,,,7599.9815,3.61639153,14220,1379647.43921,7562,,0.0,2858823,152
2012-02-18,,,6345,,,,8550.0,3.34530801,14501,1377710.76108,8988,,0.0,2793341,171
2012-02-19,,,5800,,,,7900.0,2.65186887,13249,1376302.26789,8035,,0.0,2607031,158
2012-02-20,,,6199,,,,7000.0,4.11776338,14291,1376302.26789,7750,,0.0,2676000,140
2012-02-21,,,6291,,,,6450.0,3.42801758,14719,1376302.26789,8166,,0.0,2962142,129
2012-02-22,,,7035,,,,7950.0,3.413929,16291,1376302.26789,9247,,0.0,3113798,159
2012-02-23,,,7848,,,,8300.0,5.00951708,17560,1376302.26789,10317,,0.0,3746807,166
2012-02-24,,,6781,,,,7450.0,4.41363023,16519,1376302.26789,9411,,0.0,3317997,149
2012-02-25,,,6141,,,,8250.0,3.12296116,15158,1376302.26789,9266,,0.0,2997409,165
2012-02-26,,,5671,,,,7499.9935,3.4264833,13327,1376302.26789,8158,,0.0,2702395,150
2012-02-27,,,6581,,,,7700.0,5.66176552,14913,1376302.26789,8797,,0.0,3013529,154
2012-02-28,,,6565,,,,8000.0,3.84771572,16324,1376302.26789,10109,,0.0,3094675,160
2012-02-29,,,6540,,,,8950.0,3.40234542,15444,1376302.26789,9676,,0.0,3050955,179
2012-03-01,,,6660,,,,7550.0,6.71836722,16144,1376302.26789,8590,,0.0,3425868,151
2012-03-02,,,7511,,,,6700.0,4.50574566,17614,1445646.12751,10189,,0.0,3756955,134
2012-03-03,,,5074,,,,5649.9785,2.4639481,12593,1496978.59503,7577,,0.0,2287475,113
2012-03-04,,,6454,,,,6849.9909,4.82666734,14963,1496978.59503,10275,,0.0,2949780,137
2012-03-05,,,6834,,,,7250.0,5.18860926,16144,1496978.59503,10454,,0.0,3537005,145
2012-03-06,,,6231,,,,6849.948,4.84595258,15304,1496978.59503,9378,,0.0,3204123,137
2012-03-07,,,6481,,,,7700.0,4.0207262,15213,1496978.59503,9860,,0.0,2961968,154
2012-03-08,,,6481,,,,7800.0,4.07410789,15705,1496978.59503,10207,,0.0,3111882,156
2012-03-09,,,6334,,,,8400.0,4.13638026,15797,1496978.59503,10062,,0.0,3143564,168
2012-03-10,,,5205,,,,8250.0,4.38179608,12888,1496978.59503,7981,,0.0,3024960,165
2012-03-11,,,5089,,,,6700.0,2.90460712,12646,1496978.59503,7914,,0.0,2600568,134
2012-03-12,,,5975,,,,8300.0,3.76477631,14362,1496978.59503,9466,,0.0,2971683,166
2012-03-13,,,7235,,,,8000.0,11.31640397,16821,1496978.59503,9888,,0.0,3968650,160
2012-03-14,,,6758,,,,6850.0,5.17901821,16186,1496978.59503,9407,,0.0,3579240,137
2012-03-15,,,6163,,,,6050.0,3.61549948,15146,1496978.59503,8302,,0.0,3035079,121
2012-03-16,,,6782,,,,7650.0,8.82293451,16246,1497898.7725,9320,,0.0,3092303,153
2012-03-17,,,6706,,,,8500.0,3.56057831,16085,1498294.36282,9112,,0.0,3083941,170
2012-03-18,,,5879,,,,8000.0,3.22801017,13886,1498294.36282,8298,,0.0,2620049,160
2012-03-19,,,6509,,,,7150.0,4.22460866,15518,1498294.36282,8111,,0.0,3023387,143
2012-03-20,,,6674,,,,8000.0,4.81981657,15982,1498294.36282,8850,,0.0,3043174,160
2012-03-21,,,6842,,,,7900.0,3.37831566,16215,1498294.36282,9270,,0.0,3100665,158
2012-03-22,,,6429,,,,7900.0,3.38385442,15714,1498294.36282,9652,,0.0,3039836,158
2012-03-23,,,6030,,,,6300.0,4.22778506,14259,1498294.36282,8220,,0.0,2698245,126
2012-03-24,,,6191,,,,9200.0,14.90705662,13804,1498294.36282,8535,,0.0,2724791,184
2012-03-25,,,6055,,,,7850.0,6.90424078,14487,1498294.36282,7798,,0.0,2836115,157
2012-03-26,,,6468,,,,7550.0,3.47762179,15780,1498294.36282,8630,,0.0,3186100,151
2012-03-27,,,6510,,,,7800.0,4.26964421,15520,1498294.36282,9302,,0.0,3047870,156
2012-03-28,,,7089,,,,7500.0,4.94067765,16243,1498294.36282,9371,,0.0,3342709,150
2012-03-29,,,7377,,,,7050.0,4.465422,17029,1593806.47235,9683,,0.0,3362509,141
2012-03-30,,,6674,,,,7700.0,4.39585095,15032,1626553.48133,8841,,0.0,3137777,154
2012-03-31,,,6022,,,,8500.0,4.51687503,14044,1626553.48133,8422,,0.0,2749915,170
2012-04-01,,,5421,,,,7100.0,3.8187765,12758,1626553.48133,7567,,0.0,2630911,142
2012-04-02,,,6356,,,,5800.0,4.18861998,14892,1626553.48133,8169,,0.0,3069050,116
2012-04-03,,,7606,,,,6650.0,5.07741879,18802,1626553.48133,9355,,0.0,3628373,133
2012-04-04,,,7006,,,,6850.0,4.933347,16684,1626553.48133,8935,,0.0,3217187,137
2012-04-05,,,6911,,,,5850.0,4.87816401,16394,1626553.48133,8896,,0.0,3500753,117
2012-04-06,,,6563,,,,6800.0,4.81551397,16328,1626553.48133,8843,,0.0,3458380,136
2012-04-07,,,5951,,,,6450.0,3.7089169,14273,1626553.48133,8453,,0.0,2728843,129
2012-04-08,,,5765,,,,7500.0,3.89195527,13925,1626553.48133,8659,,0.0,2688829,150
2012-04-09,,,6471,,,,7300.0,3.8471699,15215,1626553.48133,8668,,0.0,2948498,146
2012-04-10,,,8321,,,,7350.0,6.99130937,17422,1626553.48133,10778,,0.0,3724666,147
2012-04-11,,,7717,,,,7050.0,5.24550745,18458,1626553.48133,10151,,0.0,3711412,141
2012-04-12,,,8163,,,,6350.0,6.27057008,18831,1613531.75021,10333,,0.0,3744952,127
2012-04-13,,,6918,,,,6150.0,4.10579243,15778,1577913.48568,8924,,0.0,3235948,123
2012-04-14,,,7888,,,,6950.0,6.08591529,17358,1577913.48568,10311,,0.0,3525994,139
2012-04-15,,,7264,,,,5350.0,3.69750206,16240,1577913.48568,9208,,0.0,3169153,107
2012-04-16,,,8427,,,,7500.0,5.97850946,19108,1577913.48568,11293,,0.0,4114007,150
2012-04-17,,,7670,,,,6750.0,6.72206006,18547,1577913.48568,10137,,0.0,3919698,135
2012-04-18,,,8450,,,,6500.0,6.21412925,19371,1577913.48568,10692,,0.0,4288210,130
2012-04-19,,,7743,,,,7850.0,5.84943097,17782,1577913.48568,9481,,0.0,3711365,157
2012-04-20,,,8131,,,,7700.0,7.2213516,19346,1577913.48568,10854,,0.0,4347086,154
2012-04-21,,,7047,,,,7700.0,4.93120932,16314,1577913.48568,9034,,0.0,3419236,154
2012-04-22,,,6214,,,,7000.0,4.86652314,14698,1577913.48568,8665,,0.0,2965544,140
2012-04-23,,,6969,,,,6750.0,4.2807022,16735,1577913.48568,9336,,0.0,3358319,135
2012-04-24,,,7522,,,,6900.0,6.5560811,17330,1577913.48568,9777,,0.0,3455314,138
2012-04-25,,,7430,,,,6350.0,5.52832728,17454,1577913.48568,10766,,0.0,3473363,127
2012-04-26,,,9944,,,,7750.0,12.40886862,19169,1577913.48568,11932,,0.0005,4247673,155
2012-04-27,,,7060,,,,6750.0,6.88570856,17202,1528103.04182,9678,,0.0,3380332,135
2012-04-28,,,7275,,,,7600.0,6.86687116,15969,1508589.67206,9726,,0.0,3333769,152
2012-04-29,,,7550,,,,8950.0,4.06208503,15991,1508589.67206,10242,,0.0,3393977,179
