value,split,value_feature
77,0,89 80 58 78 98 135 119 160 131 84
65,0,80 58 78 98 135 119 160 131 84 77
85,0,58 78 98 135 119 160 131 84 77 65
69,0,78 98 135 119 160 131 84 77 65 85
60,0,98 135 119 160 131 84 77 65 85 69
72,0,135 119 160 131 84 77 65 85 69 60
79,0,119 160 131 84 77 65 85 69 60 72
101,0,160 131 84 77 65 85 69 60 72 79
232,0,131 84 77 65 85 69 60 72 79 101
119,0,84 77 65 85 69 60 72 79 101 232
105,0,77 65 85 69 60 72 79 101 232 119
94,0,65 85 69 60 72 79 101 232 119 105
107,0,85 69 60 72 79 101 232 119 105 94
57,0,69 60 72 79 101 232 119 105 94 107
56,0,60 72 79 101 232 119 105 94 107 57
71,0,72 79 101 232 119 105 94 107 57 56
73,0,79 101 232 119 105 94 107 57 56 71
58,0,101 232 119 105 94 107 57 56 71 73
73,0,232 119 105 94 107 57 56 71 73 58
57,0,119 105 94 107 57 56 71 73 58 73
76,0,105 94 107 57 56 71 73 58 73 57
75,0,94 107 57 56 71 73 58 73 57 76
88,0,107 57 56 71 73 58 73 57 76 75
63,0,57 56 71 73 58 73 57 76 75 88
82,0,56 71 73 58 73 57 76 75 88 63
62,0,71 73 58 73 57 76 75 88 63 82
72,0,73 58 73 57 76 75 88 63 82 62
53,0,58 73 57 76 75 88 63 82 62 72
83,0,73 57 76 75 88 63 82 62 72 53
79,0,57 76 75 88 63 82 62 72 53 83
115,0,76 75 88 63 82 62 72 53 83 79
79,0,75 88 63 82 62 72 53 83 79 115
73,0,88 63 82 62 72 53 83 79 115 79
54,0,63 82 62 72 53 83 79 115 79 73
37,0,82 62 72 53 83 79 115 79 73 54
57,0,62 72 53 83 79 115 79 73 54 37
55,0,72 53 83 79 115 79 73 54 37 57
53,0,53 83 79 115 79 73 54 37 57 55
79,0,83 79 115 79 73 54 37 57 55 53
92,0,79 115 79 73 54 37 57 55 53 79
80,0,115 79 73 54 37 57 55 53 79 92
71,0,79 73 54 37 57 55 53 79 92 80
78,0,73 54 37 57 55 53 79 92 80 71
63,0,54 37 57 55 53 79 92 80 71 78
75,0,37 57 55 53 79 92 80 71 78 63
65,0,57 55 53 79 92 80 71 78 63 75
62,0,55 53 79 92 80 71 78 63 75 65
61,0,53 79 92 80 71 78 63 75 65 62
45,0,79 92 80 71 78 63 75 65 62 61
69,0,92 80 71 78 63 75 65 62 61 45
63,0,80 71 78 63 75 65 62 61 45 69
77,0,71 78 63 75 65 62 61 45 69 63
72,0,78 63 75 65 62 61 45 69 63 77
47,0,63 75 65 62 61 45 69 63 77 72
57,0,75 65 62 61 45 69 63 77 72 47
92,0,65 62 61 45 69 63 77 72 47 57
74,0,62 61 45 69 63 77 72 47 57 92
86,0,61 45 69 63 77 72 47 57 92 74
74,0,45 69 63 77 72 47 57 92 74 86
53,0,69 63 77 72 47 57 92 74 86 74
47,0,63 77 72 47 57 92 74 86 74 53
58,0,77 72 47 57 92 74 86 74 53 47
61,0,72 47 57 92 74 86 74 53 47 58
42,0,47 57 92 74 86 74 53 47 58 61
44,0,57 92 74 86 74 53 47 58 61 42
44,0,92 74 86 74 53 47 58 61 42 44
53,0,74 86 74 53 47 58 61 42 44 44
61,0,86 74 53 47 58 61 42 44 44 53
63,0,74 53 47 58 61 42 44 44 53 61
59,0,53 47 58 61 42 44 44 53 61 63
60,0,47 58 61 42 44 44 53 61 63 59
58,0,58 61 42 44 44 53 61 63 59 60
49,0,61 42 44 44 53 61 63 59 60 58
52,0,42 44 44 53 61 63 59 60 58 49
59,0,44 44 53 61 63 59 60 58 49 52
43,0,44 53 61 63 59 60 58 49 52 59
60,0,53 61 63 59 60 58 49 52 59 43
48,0,61 63 59 60 58 49 52 59 43 60
48,0,63 59 60 58 49 52 59 43 60 48
58,0,59 60 58 49 52 59 43 60 48 48
62,0,60 58 49 52 59 43 60 48 48 58
43,0,58 49 52 59 43 60 48 48 58 62
57,0,49 52 59 43 60 48 48 58 62 43
48,0,52 59 43 60 48 48 58 62 43 57
44,0,59 43 60 48 48 58 62 43 57 48
48,0,43 60 48 48 58 62 43 57 48 44
56,0,60 48 48 58 62 43 57 48 44 48
50,0,48 48 58 62 43 57 48 44 48 56
48,0,48 58 62 43 57 48 44 48 56 50
53,0,58 62 43 57 48 44 48 56 50 48
50,0,62 43 57 48 44 48 56 50 48 53
34,0,43 57 48 44 48 56 50 48 53 50
35,0,57 48 44 48 56 50 48 53 50 34
33,0,48 44 48 56 50 48 53 50 34 35
43,0,44 48 56 50 48 53 50 34 35 33
41,0,48 56 50 48 53 50 34 35 33 43
36,0,56 50 48 53 50 34 35 33 43 41
46,0,50 48 53 50 34 35 33 43 41 36
34,0,48 53 50 34 35 33 43 41 36 46
38,0,53 50 34 35 33 43 41 36 46 34
44,0,50 34 35 33 43 41 36 46 34 38
41,0,34 35 33 43 41 36 46 34 38 44
44,0,35 33 43 41 36 46 34 38 44 41
42,0,33 43 41 36 46 34 38 44 41 44
38,0,43 41 36 46 34 38 44 41 44 42
35,0,41 36 46 34 38 44 41 44 42 38
27,0,36 46 34 38 44 41 44 42 38 35
47,0,46 34 38 44 41 44 42 38 35 27
44,0,34 38 44 41 44 42 38 35 27 47
27,0,38 44 41 44 42 38 35 27 47 44
32,0,44 41 44 42 38 35 27 47 44 27
44,0,41 44 42 38 35 27 47 44 27 32
35,0,44 42 38 35 27 47 44 27 32 44
52,0,42 38 35 27 47 44 27 32 44 35
42,0,38 35 27 47 44 27 32 44 35 52
62,0,35 27 47 44 27 32 44 35 52 42
43,0,27 47 44 27 32 44 35 52 42 62
63,0,47 44 27 32 44 35 52 42 62 43
43,0,44 27 32 44 35 52 42 62 43 63
40,0,27 32 44 35 52 42 62 43 63 43
35,0,32 44 35 52 42 62 43 63 43 40
17,0,44 35 52 42 62 43 63 43 40 35
39,0,35 52 42 62 43 63 43 40 35 17
34,0,52 42 62 43 63 43 40 35 17 39
33,0,42 62 43 63 43 40 35 17 39 34
36,0,62 43 63 43 40 35 17 39 34 33
42,0,43 63 43 40 35 17 39 34 33 36
43,0,63 43 40 35 17 39 34 33 36 42
25,0,43 40 35 17 39 34 33 36 42 43
27,0,40 35 17 39 34 33 36 42 43 25
32,0,35 17 39 34 33 36 42 43 25 27
31,0,17 39 34 33 36 42 43 25 27 32
36,0,39 34 33 36 42 43 25 27 32 31
44,0,34 33 36 42 43 25 27 32 31 36
41,0,33 36 42 43 25 27 32 31 36 44
40,0,36 42 43 25 27 32 31 36 44 41
30,0,42 43 25 27 32 31 36 44 41 40
33,0,43 25 27 32 31 36 44 41 40 30
37,0,25 27 32 31 36 44 41 40 30 33
46,0,27 32 31 36 44 41 40 30 33 37
36,0,32 31 36 44 41 40 30 33 37 46
26,0,31 36 44 41 40 30 33 37 46 36
45,0,36 44 41 40 30 33 37 46 36 26
50,0,44 41 40 30 33 37 46 36 26 45
44,0,41 40 30 33 37 46 36 26 45 50
54,0,40 30 33 37 46 36 26 45 50 44
37,0,30 33 37 46 36 26 45 50 44 54
57,0,33 37 46 36 26 45 50 44 54 37
52,0,37 46 36 26 45 50 44 54 37 57
52,0,46 36 26 45 50 44 54 37 57 52
65,0,36 26 45 50 44 54 37 57 52 52
56,0,26 45 50 44 54 37 57 52 52 65
58,0,45 50 44 54 37 57 52 52 65 56
42,0,50 44 54 37 57 52 52 65 56 58
37,0,44 54 37 57 52 52 65 56 58 42
52,0,54 37 57 52 52 65 56 58 42 37
100,0,37 57 52 52 65 56 58 42 37 52
73,0,57 52 52 65 56 58 42 37 52 100
69,0,52 52 65 56 58 42 37 52 100 73
53,0,52 65 56 58 42 37 52 100 73 69
37,0,65 56 58 42 37 52 100 73 69 53
58,0,56 58 42 37 52 100 73 69 53 37
38,0,58 42 37 52 100 73 69 53 37 58
31,0,42 37 52 100 73 69 53 37 58 38
55,0,37 52 100 73 69 53 37 58 38 31
40,0,52 100 73 69 53 37 58 38 31 55
63,0,100 73 69 53 37 58 38 31 55 40
33,0,73 69 53 37 58 38 31 55 40 63
32,0,69 53 37 58 38 31 55 40 63 33
43,0,53 37 58 38 31 55 40 63 33 32
34,0,37 58 38 31 55 40 63 33 32 43
38,0,58 38 31 55 40 63 33 32 43 34
32,0,38 31 55 40 63 33 32 43 34 38
53,0,31 55 40 63 33 32 43 34 38 32
39,0,55 40 63 33 32 43 34 38 32 53
34,0,40 63 33 32 43 34 38 32 53 39
42,0,63 33 32 43 34 38 32 53 39 34
54,0,33 32 43 34 38 32 53 39 34 42
36,0,32 43 34 38 32 53 39 34 42 54
36,0,43 34 38 32 53 39 34 42 54 36
40,0,34 38 32 53 39 34 42 54 36 36
65,0,38 32 53 39 34 42 54 36 36 40
64,0,32 53 39 34 42 54 36 36 40 65
43,0,53 39 34 42 54 36 36 40 65 64
46,0,39 34 42 54 36 36 40 65 64 43
71,0,34 42 54 36 36 40 65 64 43 46
71,0,42 54 36 36 40 65 64 43 46 71
41,0,54 36 36 40 65 64 43 46 71 71
65,0,36 36 40 65 64 43 46 71 71 41
44,0,36 40 65 64 43 46 71 71 41 65
45,0,40 65 64 43 46 71 71 41 65 44
40,0,65 64 43 46 71 71 41 65 44 45
38,0,64 43 46 71 71 41 65 44 45 40
33,0,43 46 71 71 41 65 44 45 40 38
51,0,46 71 71 41 65 44 45 40 38 33
84,0,71 71 41 65 44 45 40 38 33 51
52,0,71 41 65 44 45 40 38 33 51 84
85,0,41 65 44 45 40 38 33 51 84 52
69,0,65 44 45 40 38 33 51 84 52 85
57,0,44 45 40 38 33 51 84 52 85 69
63,0,45 40 38 33 51 84 52 85 69 57
63,0,40 38 33 51 84 52 85 69 57 63
60,0,38 33 51 84 52 85 69 57 63 63
53,0,33 51 84 52 85 69 57 63 63 60
40,0,51 84 52 85 69 57 63 63 60 53
54,0,84 52 85 69 57 63 63 60 53 40
68,0,52 85 69 57 63 63 60 53 40 54
53,0,85 69 57 63 63 60 53 40 54 68
59,0,69 57 63 63 60 53 40 54 68 53
58,0,57 63 63 60 53 40 54 68 53 59
47,0,63 63 60 53 40 54 68 53 59 58
64,0,63 60 53 40 54 68 53 59 58 47
59,0,60 53 40 54 68 53 59 58 47 64
87,0,53 40 54 68 53 59 58 47 64 59
58,0,40 54 68 53 59 58 47 64 59 87
87,0,54 68 53 59 58 47 64 59 87 58
68,0,68 53 59 58 47 64 59 87 58 87
80,0,53 59 58 47 64 59 87 58 87 68
88,0,59 58 47 64 59 87 58 87 68 80
82,0,58 47 64 59 87 58 87 68 80 88
82,0,47 64 59 87 58 87 68 80 88 82
85,0,64 59 87 58 87 68 80 88 82 82
98,0,59 87 58 87 68 80 88 82 82 85
77,0,87 58 87 68 80 88 82 82 85 98
56,0,58 87 68 80 88 82 82 85 98 77
73,0,87 68 80 88 82 82 85 98 77 56
81,0,68 80 88 82 82 85 98 77 56 73
78,0,80 88 82 82 85 98 77 56 73 81
76,0,88 82 82 85 98 77 56 73 81 78
61,0,82 82 85 98 77 56 73 81 78 76
74,0,82 85 98 77 56 73 81 78 76 61
67,0,85 98 77 56 73 81 78 76 61 74
57,0,98 77 56 73 81 78 76 61 74 67
60,0,77 56 73 81 78 76 61 74 67 57
66,0,56 73 81 78 76 61 74 67 57 60
59,0,73 81 78 76 61 74 67 57 60 66
62,0,81 78 76 61 74 67 57 60 66 59
58,0,78 76 61 74 67 57 60 66 59 62
67,0,76 61 74 67 57 60 66 59 62 58
119,0,61 74 67 57 60 66 59 62 58 67
89,0,74 67 57 60 66 59 62 58 67 119
62,0,67 57 60 66 59 62 58 67 119 89
84,0,57 60 66 59 62 58 67 119 89 62
82,0,60 66 59 62 58 67 119 89 62 84
94,0,66 59 62 58 67 119 89 62 84 82
66,0,59 62 58 67 119 89 62 84 82 94
76,0,62 58 67 119 89 62 84 82 94 66
79,0,58 67 119 89 62 84 82 94 66 76
77,0,67 119 89 62 84 82 94 66 76 79
64,0,119 89 62 84 82 94 66 76 79 77
76,0,89 62 84 82 94 66 76 79 77 64
75,0,62 84 82 94 66 76 79 77 64 76
76,0,84 82 94 66 76 79 77 64 76 75
78,0,82 94 66 76 79 77 64 76 75 76
109,0,94 66 76 79 77 64 76 75 76 78
103,0,66 76 79 77 64 76 75 76 78 109
127,0,76 79 77 64 76 75 76 78 109 103
143,0,79 77 64 76 75 76 78 109 103 127
146,0,77 64 76 75 76 78 109 103 127 143
271,0,64 76 75 76 78 109 103 127 143 146
145,0,76 75 76 78 109 103 127 143 146 271
93,0,75 76 78 109 103 127 143 146 271 145
84,0,76 78 109 103 127 143 146 271 145 93
97,0,78 109 103 127 143 146 271 145 93 84
101,0,109 103 127 143 146 271 145 93 84 97
102,0,103 127 143 146 271 145 93 84 97 101
116,0,127 143 146 271 145 93 84 97 101 102
89,0,143 146 271 145 93 84 97 101 102 116
96,0,146 271 145 93 84 97 101 102 116 89
105,0,271 145 93 84 97 101 102 116 89 96
96,0,145 93 84 97 101 102 116 89 96 105
78,0,93 84 97 101 102 116 89 96 105 96
78,0,84 97 101 102 116 89 96 105 96 78
73,0,97 101 102 116 89 96 105 96 78 78
85,0,101 102 116 89 96 105 96 78 78 73
97,0,102 116 89 96 105 96 78 78 73 85
716,0,116 89 96 105 96 78 78 73 85 97
138,0,89 96 105 96 78 78 73 85 97 716
132,0,96 105 96 78 78 73 85 97 716 138
113,0,105 96 78 78 73 85 97 716 138 132
99,0,96 78 78 73 85 97 716 138 132 113
82,0,78 78 73 85 97 716 138 132 113 99
100,0,78 73 85 97 716 138 132 113 99 82
90,0,73 85 97 716 138 132 113 99 82 100
90,0,85 97 716 138 132 113 99 82 100 90
119,0,97 716 138 132 113 99 82 100 90 90
101,0,716 138 132 113 99 82 100 90 90 119
66,0,138 132 113 99 82 100 90 90 119 101
75,0,132 113 99 82 100 90 90 119 101 66
108,0,113 99 82 100 90 90 119 101 66 75
88,0,99 82 100 90 90 119 101 66 75 108
939,0,82 100 90 90 119 101 66 75 108 88
507,0,100 90 90 119 101 66 75 108 88 939
65,0,90 90 119 101 66 75 108 88 939 507
78,0,90 119 101 66 75 108 88 939 507 65
64,0,119 101 66 75 108 88 939 507 65 78
67,0,101 66 75 108 88 939 507 65 78 64
71,0,66 75 108 88 939 507 65 78 64 67
41,0,75 108 88 939 507 65 78 64 67 71
61,0,108 88 939 507 65 78 64 67 71 41
66,0,88 939 507 65 78 64 67 71 41 61
72,0,939 507 65 78 64 67 71 41 61 66
106,0,507 65 78 64 67 71 41 61 66 72
63,0,65 78 64 67 71 41 61 66 72 106
69,0,78 64 67 71 41 61 66 72 106 63
85,0,64 67 71 41 61 66 72 106 63 69
61,0,67 71 41 61 66 72 106 63 69 85
78,0,71 41 61 66 72 106 63 69 85 61
48,0,41 61 66 72 106 63 69 85 61 78
52,0,61 66 72 106 63 69 85 61 78 48
49,0,66 72 106 63 69 85 61 78 48 52
59,0,72 106 63 69 85 61 78 48 52 49
64,0,106 63 69 85 61 78 48 52 49 59
66,0,63 69 85 61 78 48 52 49 59 64
78,0,69 85 61 78 48 52 49 59 64 66
75,0,85 61 78 48 52 49 59 64 66 78
59,0,61 78 48 52 49 59 64 66 78 75
55,0,78 48 52 49 59 64 66 78 75 59
62,0,48 52 49 59 64 66 78 75 59 55
46,0,52 49 59 64 66 78 75 59 55 62
48,0,49 59 64 66 78 75 59 55 62 46
40,0,59 64 66 78 75 59 55 62 46 48
56,0,64 66 78 75 59 55 62 46 48 40
50,0,66 78 75 59 55 62 46 48 40 56
40,0,78 75 59 55 62 46 48 40 56 50
65,0,75 59 55 62 46 48 40 56 50 40
51,0,59 55 62 46 48 40 56 50 40 65
72,0,55 62 46 48 40 56 50 40 65 51
60,0,62 46 48 40 56 50 40 65 51 72
50,0,46 48 40 56 50 40 65 51 72 60
72,0,48 40 56 50 40 65 51 72 60 50
59,0,40 56 50 40 65 51 72 60 50 72
42,0,56 50 40 65 51 72 60 50 72 59
69,0,50 40 65 51 72 60 50 72 59 42
86,0,40 65 51 72 60 50 72 59 42 69
67,0,65 51 72 60 50 72 59 42 69 86
52,0,51 72 60 50 72 59 42 69 86 67
93,0,72 60 50 72 59 42 69 86 67 52
53,0,60 50 72 59 42 69 86 67 52 93
52,0,50 72 59 42 69 86 67 52 93 53
85,0,72 59 42 69 86 67 52 93 53 52
60,0,59 42 69 86 67 52 93 53 52 85
55,0,42 69 86 67 52 93 53 52 85 60
55,0,69 86 67 52 93 53 52 85 60 55
58,0,86 67 52 93 53 52 85 60 55 55
34,0,67 52 93 53 52 85 60 55 55 58
60,0,52 93 53 52 85 60 55 55 58 34
75,0,93 53 52 85 60 55 55 58 34 60
53,0,53 52 85 60 55 55 58 34 60 75
82,0,52 85 60 55 55 58 34 60 75 53
82,0,85 60 55 55 58 34 60 75 53 82
108,0,60 55 55 58 34 60 75 53 82 82
93,0,55 55 58 34 60 75 53 82 82 108
99,0,55 58 34 60 75 53 82 82 108 93
87,0,58 34 60 75 53 82 82 108 93 99
130,0,34 60 75 53 82 82 108 93 99 87
90,0,60 75 53 82 82 108 93 99 87 130
74,0,75 53 82 82 108 93 99 87 130 90
77,0,53 82 82 108 93 99 87 130 90 74
73,0,82 82 108 93 99 87 130 90 74 77
71,0,82 108 93 99 87 130 90 74 77 73
61,0,108 93 99 87 130 90 74 77 73 71
62,0,93 99 87 130 90 74 77 73 71 61
53,0,99 87 130 90 74 77 73 71 61 62
72,0,87 130 90 74 77 73 71 61 62 53
65,0,130 90 74 77 73 71 61 62 53 72
88,0,90 74 77 73 71 61 62 53 72 65
64,0,74 77 73 71 61 62 53 72 65 88
61,0,77 73 71 61 62 53 72 65 88 64
60,0,73 71 61 62 53 72 65 88 64 61
49,0,71 61 62 53 72 65 88 64 61 60
48,0,61 62 53 72 65 88 64 61 60 49
52,0,62 53 72 65 88 64 61 60 49 48
56,0,53 72 65 88 64 61 60 49 48 52
58,0,72 65 88 64 61 60 49 48 52 56
49,0,65 88 64 61 60 49 48 52 56 58
40,0,88 64 61 60 49 48 52 56 58 49
56,0,64 61 60 49 48 52 56 58 49 40
47,0,61 60 49 48 52 56 58 49 40 56
61,0,60 49 48 52 56 58 49 40 56 47
55,0,49 48 52 56 58 49 40 56 47 61
52,0,48 52 56 58 49 40 56 47 61 55
43,0,52 56 58 49 40 56 47 61 55 52
47,0,56 58 49 40 56 47 61 55 52 43
56,0,58 49 40 56 47 61 55 52 43 47
39,0,49 40 56 47 61 55 52 43 47 56
51,0,40 56 47 61 55 52 43 47 56 39
32,0,56 47 61 55 52 43 47 56 39 51
31,0,47 61 55 52 43 47 56 39 51 32
27,0,61 55 52 43 47 56 39 51 32 31
43,0,55 52 43 47 56 39 51 32 31 27
29,0,52 43 47 56 39 51 32 31 27 43
56,0,43 47 56 39 51 32 31 27 43 29
64,0,47 56 39 51 32 31 27 43 29 56
89,0,56 39 51 32 31 27 43 29 56 64
80,0,39 51 32 31 27 43 29 56 64 89
80,0,51 32 31 27 43 29 56 64 89 80
61,0,32 31 27 43 29 56 64 89 80 80
36,0,31 27 43 29 56 64 89 80 80 61
26,0,27 43 29 56 64 89 80 80 61 36
52,0,43 29 56 64 89 80 80 61 36 26
45,0,29 56 64 89 80 80 61 36 26 52
55,0,56 64 89 80 80 61 36 26 52 45
37,0,64 89 80 80 61 36 26 52 45 55
28,0,89 80 80 61 36 26 52 45 55 37
50,0,80 80 61 36 26 52 45 55 37 28
36,0,80 61 36 26 52 45 55 37 28 50
24,0,61 36 26 52 45 55 37 28 50 36
37,0,36 26 52 45 55 37 28 50 36 24
23,0,26 52 45 55 37 28 50 36 24 37
32,0,52 45 55 37 28 50 36 24 37 23
33,0,45 55 37 28 50 36 24 37 23 32
43,0,55 37 28 50 36 24 37 23 32 33
36,0,37 28 50 36 24 37 23 32 33 43
35,0,28 50 36 24 37 23 32 33 43 36
27,0,50 36 24 37 23 32 33 43 36 35
35,0,36 24 37 23 32 33 43 36 35 27
22,0,24 37 23 32 33 43 36 35 27 35
27,0,37 23 32 33 43 36 35 27 35 22
34,0,23 32 33 43 36 35 27 35 22 27
23,0,32 33 43 36 35 27 35 22 27 34
25,0,33 43 36 35 27 35 22 27 34 23
30,0,43 36 35 27 35 22 27 34 23 25
34,0,36 35 27 35 22 27 34 23 25 30
25,0,35 27 35 22 27 34 23 25 30 34
38,0,27 35 22 27 34 23 25 30 34 25
16,0,35 22 27 34 23 25 30 34 25 38
21,0,22 27 34 23 25 30 34 25 38 16
44,0,27 34 23 25 30 34 25 38 16 21
27,0,34 23 25 30 34 25 38 16 21 44
37,0,23 25 30 34 25 38 16 21 44 27
31,0,25 30 34 25 38 16 21 44 27 37
56,0,30 34 25 38 16 21 44 27 37 31
32,0,34 25 38 16 21 44 27 37 31 56
24,0,25 38 16 21 44 27 37 31 56 32
27,0,38 16 21 44 27 37 31 56 32 24
46,0,16 21 44 27 37 31 56 32 24 27
23,0,21 44 27 37 31 56 32 24 27 46
28,0,44 27 37 31 56 32 24 27 46 23
14,0,27 37 31 56 32 24 27 46 23 28
37,0,37 31 56 32 24 27 46 23 28 14
23,0,31 56 32 24 27 46 23 28 14 37
21,0,56 32 24 27 46 23 28 14 37 23
40,0,32 24 27 46 23 28 14 37 23 21
27,0,24 27 46 23 28 14 37 23 21 40
38,0,27 46 23 28 14 37 23 21 40 27
44,0,46 23 28 14 37 23 21 40 27 38
28,0,23 28 14 37 23 21 40 27 38 44
13,0,28 14 37 23 21 40 27 38 44 28
37,0,14 37 23 21 40 27 38 44 28 13
36,0,37 23 21 40 27 38 44 28 13 37
17,0,23 21 40 27 38 44 28 13 37 36
33,0,21 40 27 38 44 28 13 37 36 17
32,0,40 27 38 44 28 13 37 36 17 33
36,0,27 38 44 28 13 37 36 17 33 32
37,0,38 44 28 13 37 36 17 33 32 36
45,0,44 28 13 37 36 17 33 32 36 37
38,0,28 13 37 36 17 33 32 36 37 45
54,0,13 37 36 17 33 32 36 37 45 38
26,0,37 36 17 33 32 36 37 45 38 54
78,0,36 17 33 32 36 37 45 38 54 26
46,0,17 33 32 36 37 45 38 54 26 78
34,0,33 32 36 37 45 38 54 26 78 46
30,0,32 36 37 45 38 54 26 78 46 34
34,0,36 37 45 38 54 26 78 46 34 30
37,0,37 45 38 54 26 78 46 34 30 34
37,0,45 38 54 26 78 46 34 30 34 37
49,0,38 54 26 78 46 34 30 34 37 37
36,0,54 26 78 46 34 30 34 37 37 49
49,0,26 78 46 34 30 34 37 37 49 36
71,0,78 46 34 30 34 37 37 49 36 49
48,0,46 34 30 34 37 37 49 36 49 71
41,0,34 30 34 37 37 49 36 49 71 48
61,0,30 34 37 37 49 36 49 71 48 41
40,0,34 37 37 49 36 49 71 48 41 61
41,0,37 37 49 36 49 71 48 41 61 40
47,0,37 49 36 49 71 48 41 61 40 41
83,0,49 36 49 71 48 41 61 40 41 47
53,0,36 49 71 48 41 61 40 41 47 83
52,0,49 71 48 41 61 40 41 47 83 53
50,0,71 48 41 61 40 41 47 83 53 52
65,0,48 41 61 40 41 47 83 53 52 50
63,0,41 61 40 41 47 83 53 52 50 65
73,0,61 40 41 47 83 53 52 50 65 63
67,0,40 41 47 83 53 52 50 65 63 73
72,0,41 47 83 53 52 50 65 63 73 67
38,0,47 83 53 52 50 65 63 73 67 72
62,0,83 53 52 50 65 63 73 67 72 38
61,0,53 52 50 65 63 73 67 72 38 62
54,0,52 50 65 63 73 67 72 38 62 61
80,0,50 65 63 73 67 72 38 62 61 54
69,0,65 63 73 67 72 38 62 61 54 80
84,0,63 73 67 72 38 62 61 54 80 69
71,0,73 67 72 38 62 61 54 80 69 84
89,0,67 72 38 62 61 54 80 69 84 71
67,0,72 38 62 61 54 80 69 84 71 89
57,0,38 62 61 54 80 69 84 71 89 67
50,0,62 61 54 80 69 84 71 89 67 57
71,0,61 54 80 69 84 71 89 67 57 50
68,0,54 80 69 84 71 89 67 57 50 71
47,0,80 69 84 71 89 67 57 50 71 68
63,0,69 84 71 89 67 57 50 71 68 47
62,0,84 71 89 67 57 50 71 68 47 63
57,0,71 89 67 57 50 71 68 47 63 62
66,0,89 67 57 50 71 68 47 63 62 57
45,0,67 57 50 71 68 47 63 62 57 66
68,0,57 50 71 68 47 63 62 57 66 45
83,0,50 71 68 47 63 62 57 66 45 68
80,0,71 68 47 63 62 57 66 45 68 83
68,0,68 47 63 62 57 66 45 68 83 80
55,0,47 63 62 57 66 45 68 83 80 68
48,0,63 62 57 66 45 68 83 80 68 55
54,0,62 57 66 45 68 83 80 68 55 48
97,0,57 66 45 68 83 80 68 55 48 54
98,0,66 45 68 83 80 68 55 48 54 97
55,0,45 68 83 80 68 55 48 54 97 98
62,0,68 83 80 68 55 48 54 97 98 55
77,0,83 80 68 55 48 54 97 98 55 62
100,0,80 68 55 48 54 97 98 55 62 77
78,0,68 55 48 54 97 98 55 62 77 100
109,0,55 48 54 97 98 55 62 77 100 78
84,0,48 54 97 98 55 62 77 100 78 109
87,0,54 97 98 55 62 77 100 78 109 84
54,0,97 98 55 62 77 100 78 109 84 87
68,0,98 55 62 77 100 78 109 84 87 54
60,0,55 62 77 100 78 109 84 87 54 68
84,0,62 77 100 78 109 84 87 54 68 60
57,0,77 100 78 109 84 87 54 68 60 84
79,0,100 78 109 84 87 54 68 60 84 57
96,0,78 109 84 87 54 68 60 84 57 79
100,0,109 84 87 54 68 60 84 57 79 96
104,0,84 87 54 68 60 84 57 79 96 100
80,0,87 54 68 60 84 57 79 96 100 104
82,0,54 68 60 84 57 79 96 100 104 80
76,0,68 60 84 57 79 96 100 104 80 82
59,0,60 84 57 79 96 100 104 80 82 76
69,0,84 57 79 96 100 104 80 82 76 59
48,0,57 79 96 100 104 80 82 76 59 69
65,0,79 96 100 104 80 82 76 59 69 48
139,0,96 100 104 80 82 76 59 69 48 65
108,0,100 104 80 82 76 59 69 48 65 139
107,0,104 80 82 76 59 69 48 65 139 108
112,0,80 82 76 59 69 48 65 139 108 107
101,0,82 76 59 69 48 65 139 108 107 112
64,0,76 59 69 48 65 139 108 107 112 101
55,0,59 69 48 65 139 108 107 112 101 64
77,0,69 48 65 139 108 107 112 101 64 55
63,0,48 65 139 108 107 112 101 64 55 77
69,0,65 139 108 107 112 101 64 55 77 63
87,0,139 108 107 112 101 64 55 77 63 69
50,0,108 107 112 101 64 55 77 63 69 87
59,0,107 112 101 64 55 77 63 69 87 50
43,0,112 101 64 55 77 63 69 87 50 59
54,0,101 64 55 77 63 69 87 50 59 43
62,0,64 55 77 63 69 87 50 59 43 54
68,0,55 77 63 69 87 50 59 43 54 62
65,0,77 63 69 87 50 59 43 54 62 68
60,0,63 69 87 50 59 43 54 62 68 65
65,0,69 87 50 59 43 54 62 68 65 60
72,0,87 50 59 43 54 62 68 65 60 65
75,0,50 59 43 54 62 68 65 60 65 72
81,0,59 43 54 62 68 65 60 65 72 75
63,0,43 54 62 68 65 60 65 72 75 81
76,0,54 62 68 65 60 65 72 75 81 63
52,0,62 68 65 60 65 72 75 81 63 76
65,0,68 65 60 65 72 75 81 63 76 52
61,0,65 60 65 72 75 81 63 76 52 65
54,0,60 65 72 75 81 63 76 52 65 61
82,0,65 72 75 81 63 76 52 65 61 54
88,0,72 75 81 63 76 52 65 61 54 82
70,0,75 81 63 76 52 65 61 54 82 88
53,0,81 63 76 52 65 61 54 82 88 70
60,0,63 76 52 65 61 54 82 88 70 53
55,0,76 52 65 61 54 82 88 70 53 60
72,0,52 65 61 54 82 88 70 53 60 55
63,0,65 61 54 82 88 70 53 60 55 72
68,0,61 54 82 88 70 53 60 55 72 63
63,0,54 82 88 70 53 60 55 72 63 68
65,0,82 88 70 53 60 55 72 63 68 63
75,0,88 70 53 60 55 72 63 68 63 65
66,0,70 53 60 55 72 63 68 63 65 75
76,0,53 60 55 72 63 68 63 65 75 66
